Address,Total Staked SYNR,Average Staked SYNR,SYNR Passes As SYNR Equivalent,Free Farms,Guaranteed Whitelists Turf,Guaranteed Whitelist Farms,Entry to Raffle for Guaranteed Whitelist Farm
0x77A7a4b494897bd57B71BD203e4c357064E7F3B6,39755,39755,0,0,0,0,1
0xb37D68cD51C6898288D5A985C7b54F6f6739B523,39736,39736,0,0,0,0,1
0x37B0b42862DF42a8C6cd0EC2Cf19ACe883Ea430d,39625,39625,0,0,0,0,1
0x1ef1795c20857b8BA84DE7605b7194A3B7D81B8a,39588,39588,0,0,0,0,1
0xd2b9F9d1E6734F241b2a6eb64EF7F6e63AF0A97d,39537,39537,0,0,0,0,1
0xE1b6Ae55590A6f9A4b18CD905644ADDa1c8C81C9,39492,39492,0,0,0,0,1
0xf9EE48E4e4C7Ab15Eb50d6FD38c9Dc0cEBCA4b96,39437,39437,0,0,0,0,1
0x382640eAC87F42D5a20CDcD3B9C9290f28C1ff6d,39073,39073,0,0,0,0,1
0xe0C791CD4a1b7C005F474ea9c48422898686ca72,39030,39030,0,0,0,0,1
0x0c8080fc3038f0d707F45E728b4808F25F4Ff49A,38900,38900,0,0,0,0,1
0x34dccfae06202D1167797870679fC1Fb9EF7A523,38818,38818,0,0,0,0,1
0x925442aB6291a344E15e6008e73F5d892815fe2f,38713,38713,0,0,0,0,1
0x11C0a43fDB2038cd981f56Be8214fa39A06A04F6,38535,38535,0,0,0,0,1
0x5f007D5148443A2875DfF47dd6ae0B2CB6A2922c,38144,38144,0,0,0,0,1
0xd7265f2fE6cfc48Cd0F1796bb3a53Af7076d7D3E,38046,38046,0,0,0,0,1
0xB019fC7335425319f46A4dbC22f8A6F4bF631E58,37876,37876,0,0,0,0,1
0x3e6F946eC358DadF27F86992A72E0BD281e04704,37729,37729,0,0,0,0,1
0x9AB9912504C7d4B6ae1BC5154C671BdA83e8b23E,37500,37500,0,0,0,0,1
0x7B76ADF47b09F09e1107A1235E513724168d95f0,37231,37231,0,0,0,0,1
0x6966Fdf99C0b3073991287eCce59dac74949c1C5,37219,37219,0,0,0,0,1
0x2A99cA7Aa7Aa7355a814D1E025114769fa0a27DF,36904,36904,0,0,0,0,1
0xF0062E4Dc4D08DD37e358B9699393D6811d2b76F,36826,36826,0,0,0,0,1
0xeFEc61AEE5B38A9148F3B98D9a7a7d1647454E12,36797,36797,0,0,0,0,1
0x9D7D086012f6c610EFA54de9A6e14Ca53629155F,36715,36715,0,0,0,0,1
0x618CCA1a079207913d9bE7bf84a8973bB774b864,36520,36520,0,0,0,0,1
0xDe43830feC32449cc707BAE120249B0e3431e9E7,36468,36468,0,0,0,0,1
0x39Ce199b0699891409f5EDB0DcfFD2174e7E791d,36385,36385,0,0,0,0,1
0x1356282B15B57e470d3df20cef2Ee363c188ebA2,36367,36367,0,0,0,0,1
0xA29F45f833D1778AbDE408C6A8f482A8Ad7D011c,36298,36298,0,0,0,0,1
0x6BFBE9CA884eeF9aB3D718fD5d12203A5172ef85,36164,36164,0,0,0,0,1
0xdFa12Be4AF0e759D23a81dD929b0c25C2b83122A,36145,36145,0,0,0,0,1
0xB580C57f20aD096f1c38021ee2A10290529808dB,36069,36069,0,0,0,0,1
0x4732BF9e1ADe3036A948cA9397C45dc3434911Aa,35986,35986,0,0,0,0,1
0xD3b6CFeB420398Bf7f74a05D69a9c57a3FA3Ecb2,35698,35698,0,0,0,0,1
0xD8455e7cd73463C39Ae3a9CAE328C8f6fEd2A3f5,35093,35093,0,0,0,0,1
0x147B26c33d67034FE1fcb01200E74dFef098fC71,35000,35000,0,0,0,0,1
0x99d2F2221cC28784A41E6C0607a634bE661C7cD0,35000,35000,0,0,0,0,1
0x1D7936269146718374F88F005b70818AEe532e88,34985,34985,0,0,0,0,1
0xa66858aEf66050AD0DF39efC869AdCfD31faCF86,34911,34911,0,0,0,0,1
0xAbBE701B4A643287AdBC24963E196b68d108e5D8,34835,34835,0,0,0,0,1
0xD8284d6a3B2a31BC3d5Cf6b4b73024e708BDc4C2,34801,34801,0,0,0,0,1
0x2A2FC67FA666122F5658E89245950660A215BD01,34720,34720,0,0,0,0,1
0x26b2F95E0F4F97374133377cC8A53A0E046Ed63A,34634,34634,0,0,0,0,1
0x35438C504b1127354055Fb6B4824449F700ceF59,34622,34622,0,0,0,0,1
0x10C98e30e1C6a36bcF962E55D7c2b53CF7197835,34562,34562,0,0,0,0,1
0x46A7403C5Dc7c9BA2823e70da581cAE92e7D96f6,34495,34495,0,0,0,0,1
0x37C75612822B29CA343040834b0744644965E90b,34155,34155,0,0,0,0,1
0xbbB32D3c29C5801ba063d6AE157998B32eBb98E5,34041,34041,0,0,0,0,1
0x4CaD21D92896b28C2ede39794A68D001F0B44e0d,33920,33920,0,0,0,0,1
0xc9ab6F720d2AC4e56D313BdEFDd19673Bb737547,33868,33868,0,0,0,0,1
0xb89e677C6fe199C21a23cE4456BD28e00F118C05,33800,33800,0,0,0,0,1
0x6E5699fe9CB7EAA8E37796517d4ce96A9760D351,33750,33750,0,0,0,0,1
0x52CCF6836b80b64Ce7F4E53531a55548C846e6b4,33675,33675,0,0,0,0,1
0xf57d2B61068fA45CBd49cD9bAE942A78FA5f0dd5,33521,33521,0,0,0,0,1
0x971A3a5b767da795b4dC3E45882f571F87C0Bf1e,33506,33506,0,0,0,0,1
0x5d6Ea18aD78a21581bE1C1B4bC5a1120BBCF9E09,33503,33503,0,0,0,0,1
0x5862A5CBAB3C17a5E1D8171A5A72638b5cd75cd4,33493,33493,0,0,0,0,1
0x6f21DED5c3e30151CD7D7a01fB71C54f6db46355,33483,33483,0,0,0,0,1
0xb53f7D3bdD036CadBf7766a9bc896d242742EBe8,33467,33467,0,0,0,0,1
0x9446E6A7B00f18f7F5DAD20436D217b6DF9F9421,33446,33446,0,0,0,0,1
0x522F20B755564D32D024e18E7FC687Bb7A7452D6,33400,33400,0,0,0,0,1
0xe9204703CfD2b7027932957F36532F1f5FE4E5EB,33367,33367,0,0,0,0,1
0x545B8761179d08E15CE4788bB028f2a4a8efF624,33333,33333,0,0,0,0,1
0x9d15D2286546FdACA0E3CEC248D1b396F0AA84Fe,33329,33329,0,0,0,0,1
0xf8c39F6d3252391E24f0E96627ce6338f950D671,33275,33275,0,0,0,0,1
0x94F76A10B64a7b324C0Af6412C37dF2aC4d25177,33265,33265,0,0,0,0,1
0x043FFcba300d4751A31fFA66E2D6FcfA71CA18Ff,33188,33188,0,0,0,0,1
0x0DAf35BfAfAC981EE973F0dFCEF1410162D9E46F,33133,33133,0,0,0,0,1
0x345296488DDe0b0f3E91342B747bBaBfE837f78a,33109,33109,0,0,0,0,1
0x2Bde515FBc41eFcF985026a28771a0dB9B92e9b9,33083,33083,0,0,0,0,1
0xe1d0A16E68683D4CB7038361eA016755aaa11246,33000,33000,0,0,0,0,1
0xB3807F913c53A6d72B5B97E3303C58CB47Cd5D32,33000,33000,0,0,0,0,1
0x7A15B89d2289c57c2c1Ff84109c52D5620631784,33000,33000,0,0,0,0,1
0xbD8E17bea4Ae7381EE221044f8867ff157e6aA8b,32902,32902,0,0,0,0,1
0x12938EC133220019CaE7dA4c69275Aa49216Ce5F,32770,32770,0,0,0,0,1
0xca218dB14CBAa8B5b06d42716229583b0B2a75fE,32599,32599,0,0,0,0,1
0xeB4c5c24468C3e666D01257B76A73326411b7928,32540,32540,0,0,0,0,1
0x21d2359B2359017aB9ebC6a29226E92F45107c38,32523,32523,0,0,0,0,1
0x418B5d44c42C1BE3bd631Bf3A30F2B86b580a5dd,32360,32360,0,0,0,0,1
0x406C9862C3660218b39295fb0f6eE2aa0DC1aCb1,32302,32302,0,0,0,0,1
0x247FA9A42F6c4505fBDD8BCd7def46E1585b5867,32300,32300,0,0,0,0,1
0xf7800f18f6Db61dCAD8778bdc6C25f1B3BEA9c35,32272,32272,0,0,0,0,1
0x43001Eee764fF70fbbe462C216E388d317a4CDD2,31970,31970,0,0,0,0,1
0xd89B98c96D9C71ec5c3A180034238a41FCab9a21,31970,31970,0,0,0,0,1
0xb23CB1158A145a045Faebd3f71ce5006514d9a83,31860,31860,0,0,0,0,1
0x1EED8a21Ac0456a4d290717aCaC8B1cb43a1cfef,31824,31824,0,0,0,0,1
0x8e9fADd4DABb560C6366339FbF241d10D8BA33a2,31688,31688,0,0,0,0,1
0xcb6cCc00464119bA0f3BaBdf0AAB9E54A86546CA,31455,31455,0,0,0,0,1
0x6b09CA1ec26824D744445FcDD0112bBe5E7CafA9,31332,31332,0,0,0,0,1
0xa38923204AdC924834563A168A99DDa189E9e16F,31329,31329,0,0,0,0,1
0x91f70cba16dA82dF44Ac6720e432cF04b2cD2A46,31228,31228,0,0,0,0,1
0x7Cd5f08DBe18A61D8fb7c3b2829092Ec37eD408f,31173,31173,0,0,0,0,1
0x17165D51F5eC6E2A0c981c33F2867f81C397d1e6,31048,31048,0,0,0,0,1
0xf2Cfc3036d26FcBc39Ba8558cF972b4c4Fd39598,31000,31000,0,0,0,0,1
0x3e0d4D0f9fbf6C18C285101fB2472F9e3C8D6e8E,30964,30964,0,0,0,0,1
0x09E295B508a65De5d9855adEa0c918ACf2c40662,30833,30833,0,0,0,0,1
0x3E1ef6DC7CaEc770430185842404caf595609b06,30800,30800,0,0,0,0,1
0xAd853C837cF6934cdBF9e7FcEF1b34f4D94AEA9e,30761,30761,0,0,0,0,1
0x311A3e7C1b74f89eDF982f42199e27A2286a3575,30744,30744,0,0,0,0,1
0x700f4C1Be1B1759CBA21673142bFE2203EA7D788,30710,30710,0,0,0,0,1
0x10A2b7D3C79D514865D32A7f10374AAef81d24d9,30705,30705,0,0,0,0,1
0x553A2c0c2AD990cb28706eCF6E79B4C246A76fE1,30610,30610,0,0,0,0,1
0x2A693cCbda744faf14ecb7C28bD811927BEA61A7,30580,30580,0,0,0,0,1
0xc03Ae765C76a600b503Ed2efF50b83292714c12d,30562,30562,0,0,0,0,1
0x80b759F0A9391e64351e6b94E32c384A40D96b7D,30557,30557,0,0,0,0,1
0x77F42bD6A524DDD787285864C4AFfff2C7D7bC3F,30526,30526,0,0,0,0,1
0xAEbBDF141fEdb9FBC9e9e26801176424c81B1522,30445,30445,0,0,0,0,1
0xDc8ee8D7FEE03f524190Dce54D28b3E2675588C5,30301,30301,0,0,0,0,1
0x65DCF7782260Aa1d6642a85f36c0Bc9545182F1e,30268,30268,0,0,0,0,1
0xe2a8b8cb661351d066C81f9349B3c9420fAe37E6,30188,30188,0,0,0,0,1
0xF71821dAD5ec0F93Ed99666E5586812321925011,30075,30075,0,0,0,0,1
0x5908D5D813D83CFE9EE5cD2192BEEb82BF95E861,30029,30029,0,0,0,0,1
0xb2E3728595af3F085487a594a8aCEDF513B65E73,30009,30009,0,0,0,0,1
0x7135Bb32d7205a6d8fdce1159ffE3355CD478DCa,30000,30000,0,0,0,0,1
0x4dD0D2b69ef1208F9AEbd10Ad53665B420D15e3f,30000,30000,0,0,0,0,1
0x3857DC2b24e1FA955ebea59E7dAaC72082786BC5,30000,30000,0,0,0,0,1
0xAC9ba72fb61aA7c31A95df0A8b6ebA6f41EF875e,30000,30000,0,0,0,0,1
0x9d5ba0653aF310b43133fdF0119DA4977a57BD8A,30000,30000,0,0,0,0,1
0x9501a7fA84E2Af47D1D819E61bD74f19FD76184A,30000,30000,0,0,0,0,1
0x123EFfE30be8d5a491fd4016ef9f8645e5efead0,30000,30000,0,0,0,0,1
0x826229372a95EB11284E01eb7f30Ca5081BeeE53,30000,30000,0,0,0,0,1
0x9129C659384391bd586816c31D3324C35E9F7894,30000,30000,0,0,0,0,1
0x334D04419935770C8af922b69DaBF0F429145B64,30000,30000,0,0,0,0,1
0xb940ee2B3F5c37d6A46a46b2E4e241F28d11DDAc,30000,30000,0,0,0,0,1
0x5c620BEeD82EF7e29eD5657d6B2d7f8F89Aa9f90,29843,29843,0,0,0,0,1
0xE3B9510672E45B6BEb23add76102693E3BacdE7C,29833,29833,0,0,0,0,1
0x0E4061017ABf595f835c95d55abF4464eaf7a99E,29764,29764,0,0,0,0,1
0xf6d410f5a571C71AD3135CeFD613391Ba90677a7,29757,29757,0,0,0,0,1
0x0aD4070E1c34e0bD2F6366CFB8F71D566D1bD89F,29670,29670,0,0,0,0,1
0x3872b401e1c08C384bcdb7F34234d8bbd3CCD5A6,29653,29653,0,0,0,0,1
0x955eBB45951C3BaF2d39C253cD9a828c21767a2E,29556,29556,0,0,0,0,1
0x5262264E6580EE8d5F5D215959400C797c07975B,29518,29518,0,0,0,0,1
0xa6073cF48C5742c1F2211A3C8BA962c1664e089D,29514,29514,0,0,0,0,1
0xc470eE526563E2eBBCc312d42F86f70Bf40D79d7,29427,29427,0,0,0,0,1
0x8CEC0E83D8c71DD6dDd9Fd324eF5b911f60145f8,29109,29109,0,0,0,0,1
0x6966E2eD97E7bAc2c3b647B2233E0746100c07F8,29093,29093,0,0,0,0,1
0x9d0591fcEC26C86e188DB6a2d6a0737bE5f44419,29053,29053,0,0,0,0,1
0xd7Cb144E20e54a2c9A28AA5668E86c987ce0fb05,29000,29000,0,0,0,0,1
0x1F96A59C94190a390ff75Da169371b823580391F,28950,28950,0,0,0,0,1
0x62E453688D0Ddd143203e13011c51d8bc8D2cb18,28907,28907,0,0,0,0,1
0xF3977E92ECa92700F097f9C51a0736B775aF69c1,28868,28868,0,0,0,0,1
0x1cBe55062A81D59C6fCD0429FAc75dD0D66B11F3,28865,28865,0,0,0,0,1
0x2B7637cEA505418B98a7F6D13A3F2b4Fe4da0176,28840,28840,0,0,0,0,1
0x9CbA898A0dbfA44D32c0bc8Bdcb65bB042089752,28830,28830,0,0,0,0,1
0x48f38997ED50e6e569326F01D2e011426aF01536,28796,28796,0,0,0,0,1
0x9fADEF2323461963A833CEC4507bEa002F86E417,28775,28775,0,0,0,0,1
0xC4694Dc8F9D9e3477955fC14e9caD7aA24e0Af45,28738,28738,0,0,0,0,1
0xeC7E38A52c73041b42136F56a85a39379a0a429B,28602,28602,0,0,0,0,1
0x8F697F7A3C5e6ff422237b2EdD5D4779a0cAdca3,28444,28444,0,0,0,0,1
0x844afEB3e03003786014833bFD6B76Be9A8d00bd,28359,28359,0,0,0,0,1
0x3f4754D47A51e4B054DcE1F19d8ab6b19a35D6b3,28326,28326,0,0,0,0,1
0x1502589518ef7030FF2335BCA82c4e48BcBdbd14,28112,28112,0,0,0,0,1
0xe3dA121c9Ba5604B0b23e31CaFBd5F984DD81022,28019,28019,0,0,0,0,1
0x13be6cfc0a1B23034adE604aE72f10Fc25758E15,27997,27997,0,0,0,0,1
0x63a551bF68EadB6dD9A51B7Cf277b176896aFE04,27899,27899,0,0,0,0,1
0x4B4963B24e1d56dBacb705C1Cee42E9AE66Ba060,27847,27847,0,0,0,0,1
0x5bD0A3CE8F720Ba5BBf4Ecc99cE5c941869EEb8E,27738,27738,0,0,0,0,1
0x2C83800E1612814368Da0aEc35347fBabd4331fC,27655,27655,0,0,0,0,1
0x69f623D5B842244fDD3e1Be07E4aE1A444f439F3,27648,27648,0,0,0,0,1
0x3003afd323b47DE04b735BD5b80B0bd7cB9D3D01,27582,27582,0,0,0,0,1
0x6c790DaB4380fcCaF22d89f6425ff81E4a423B01,27507,27507,0,0,0,0,1
0x653D96B57Ba03b527d436A54C2c60E5Cbed7934F,27416,27416,0,0,0,0,1
0x2E274c4b918A6C24120a5cf6Bee08aF71621fD3A,27388,27388,0,0,0,0,1
0x07b8D748BF18a035547BE7ebAA76522B8755918F,27247,27247,0,0,0,0,1
0x5F043F8805259BC19c9022F5143252844c62E853,27199,27199,0,0,0,0,1
0x8891794C05496C83639CBCF9553bcB54D41ef901,27163,27163,0,0,0,0,1
0xDBE99fd2Fdbb94207e9cabe2B7252aAfD72780dC,27149,27149,0,0,0,0,1
0x0c3699715DE1739eF5a8a0F3a667a7092EE7e0B4,27092,27092,0,0,0,0,1
0x0742e41355E5D9A4E1A85399f03147b623E9cE75,27075,27075,0,0,0,0,1
0x5ce1c1e24d8E89dC8Fcc9c18AdFE7a91e69673Ca,27072,27072,0,0,0,0,1
0x2cFca7fbDE23fF355d58cc8f5f647dD07AFE1899,27070,27070,0,0,0,0,1
0x7180DBF6E0333806A012b7e89cc994A064e55D01,27027,27027,0,0,0,0,1
0xc86510901FC0602cAbc910fd8f63Ef7A56933BFE,27000,27000,0,0,0,0,1
0xC775a65B7C373e842f22889e1D9caAAe121Bf1B4,27000,27000,0,0,0,0,1
0x010ed7839b8A2EA15D8E6382735b725aD1F8bB6c,27000,27000,0,0,0,0,1
0xA70cC1759CFaFc89C1369880E2016ea047C5e02b,26981,26981,0,0,0,0,1
0x2C6e0e1F7e24d8C0ddE899A916CDe1085F8C180A,26832,26832,0,0,0,0,1
0x96108a01B15B78dE656b57071337A5FEC5828cF4,26787,26787,0,0,0,0,1
0xbecD2393553E14afC70470b94bbB0bCF52450289,26702,26702,0,0,0,0,1
0xA80209B06d7F4c0028b3A3AAE4011357b7eaF752,26617,26617,0,0,0,0,1
0xAD66245fE14f4174211e0D3272d4A3f41997A6bE,26424,26424,0,0,0,0,1
0x73b3A65452D634D5f317450f8221e23823EF93a4,26412,26412,0,0,0,0,1
0x7Dd6fE6E2e031fb1505711cE043D9dec5019Eb9a,26342,26342,0,0,0,0,1
0x585e48282c095eA654243bcEDD7902BAa8829123,26331,26331,0,0,0,0,1
0x05652faE3BDD3C36177F50229CCF642dbcBbF7Ae,26223,26223,0,0,0,0,1
0xCCA299BF81A2C486614d8f314EA9cCAE2729E6bD,26140,26140,0,0,0,0,1
0xEA4488326764985b14F732997f43Ae02916A2eF0,26118,26118,0,0,0,0,1
0x8cC70FF7E3644E5CBbe44e714F7E5f526d0CcF6b,26014,26014,0,0,0,0,1
0x84379eA07eebD68D65Ec3d7c23B80b5708aE468e,25951,25951,0,0,0,0,1
0x2C82691Df16fD484150a66C99Fe68B3f66863A15,25879,25879,0,0,0,0,1
0xffe59d7925146D0CEACA132328f3aD49304ea07E,25810,25810,0,0,0,0,1
0x67ECA86871985831470B1863bA4A751d803d7b8E,25767,25767,0,0,0,0,1
0x56a7a1514aC135a71639f6453a007Dd9C52d5B59,25704,25704,0,0,0,0,1
0xdEd78aE09dD69e730c0c8b04DcD428427BBc71AF,25600,25600,0,0,0,0,1
0x340909D3A4C5501B183959557ec5e1434c28EC28,25577,25577,0,0,0,0,1
0xBF9a92AAeBC8faC6C36940DF7e17D6c60C9E3C91,25556,25556,0,0,0,0,1
0x12F0d61c3a7Bd2204a7cA2D9e95D7591252af059,25554,25554,0,0,0,0,1
0x1beb9A08B3CAf70e3dc767770E4823c5d0f44B0A,25469,25469,0,0,0,0,1
0xcDA75E08317a92CdAdB2Ca993C74a08203998068,25467,25467,0,0,0,0,1
0xD2F479A79A85adE26Ba9d034a2d651D0FD4FF8aB,25349,25349,0,0,0,0,1
0xA85Bb2C30dEb73827d4dAab2F190787186d7D7Dd,25335,25335,0,0,0,0,1
0x17a062fe3FF02E1e43131b896c3B078D1832ebcE,25315,25315,0,0,0,0,1
0xC753505c79b7150B3C48fED310E58F3cCb2b2f36,25310,25310,0,0,0,0,1
0x98831Dfbc4f7ba1d913c42995d671443D2130816,25303,25303,0,0,0,0,1
0x0B4A748b894065A29bc173311326E543f6902ba5,25206,25206,0,0,0,0,1
0xD3333f058b0Dd51023527bcc4d7A0B0327087a28,25202,25202,0,0,0,0,1
0x8891b6c889c727aDA9dBFDC5b0484aB80EdD7c9E,25134,25134,0,0,0,0,1
0xBC4D92b739B03685c64c9070B28BCFCBeDFfc87b,25069,25069,0,0,0,0,1
0xefe936a85F8614E5bdcEcC10357ff0159C72883b,25047,25047,0,0,0,0,1
0x15994714CfBbA43D5D1099ca14EAC4957F7f00BD,25018,25018,0,0,0,0,1
0x1bc881073afa8da2291fa8f99A8512d323D5AAb1,25000,25000,0,0,0,0,1
0xA294CbaD27d1fb870B45386984CDAf01cdFF0B7A,25000,25000,0,0,0,0,1
0x956BDFA46364839F60bF15Aeb34E336B2D73A3E5,25000,25000,0,0,0,0,1
0x7381f27Ced3Fc6C9d1876B1dA7901f0C516C9B78,25000,25000,0,0,0,0,1
0x7c2bD6DB663B051c17037c2e5BA71Bed38DDBf11,25000,25000,0,0,0,0,1
0x8D45f1808E90C9e61A58f5a054481c69Bf17e1E6,24713,24713,0,0,0,0,1
0x4b52230FCFE3a72834AdfB6066e17c413064C99d,24689,24689,0,0,0,0,1
0x147d129D3915ebFb7370423c66473ec747425bee,24649,24649,0,0,0,0,1
0x707b6F42b4f0E4F54c6A2630863c8BEba0D3728B,24604,24604,0,0,0,0,1
0x1Aa1685D26400616635a558B27F55869c1fB80fd,24475,24475,0,0,0,0,1
0x6b6843f055F89e844f7d9ABB6e6Cd4117e3296Fa,24467,24467,0,0,0,0,1
0x04Fef1FFAAcbF94827CB48187B3D4EF9c4d4b9a9,24339,24339,0,0,0,0,1
0xe82D3382EfE2798d4abD2d824824990ccB75E4fE,24328,24328,0,0,0,0,1
0xB8602060489Ae522250c10136Ee26BEeFD5A1f88,24296,24296,0,0,0,0,1
0x72C6668306f1d89425e86899B7444A0C552F25cF,24142,24142,0,0,0,0,1
0x872009fc95aAd3D4A9242f7996F2aAB365b67731,24089,24089,0,0,0,0,1
0x372F9DeD0793c42cD7f23DC530Abf4280446f9c5,24000,24000,0,0,0,0,1
0x81e4fB0C64BF49F89b57F6648562fc9a791B2e92,23919,23919,0,0,0,0,1
0x4117406565400080d7AA089bB554F3D5AF8d8708,23830,23830,0,0,0,0,1
0xa42c05CDeeD2684E5EC28E89f405C05E1e4572D7,23682,23682,0,0,0,0,1
0xa2BFF685Ba575BAFa93A6CfBeA379D4dba77085b,23587,23587,0,0,0,0,1
0xA845561dC140557B98b179B6E4BC371bcB47a71C,23497,23497,0,0,0,0,1
0xe9e30676adff740F838629D951EFC7e0Cccb0711,23415,23415,0,0,0,0,1
0x08e2B499A435b0098C8fe66EcedB971D9b6F6885,23371,23371,0,0,0,0,1
0xC14480Bd7bb6d36377C75286b80452654f5B7a79,23323,23323,0,0,0,0,1
0x9dBd781eEBA135aD2A779926880AdC89196A3265,23323,23323,0,0,0,0,1
0x64DB0a83d038794e650784e61093aB27F2e7352c,23302,23302,0,0,0,0,1
0xBf91944F333d2E55Ee2692A090FB4E0fD8712d00,23282,23282,0,0,0,0,1
0x261dA13B0BE750eEfa444D5E6dA384a4021Ff5F5,23256,23256,0,0,0,0,1
0xF1c6434Cd0B6acdf4a2b36415c92EF06004fe09f,23219,23219,0,0,0,0,1
0x0ED0696a1703929C325690Bc11BbF27060c66595,23210,23210,0,0,0,0,1
0xee28Fdf19C1B5599BEb73446D4f6F97263D42c03,23124,23124,0,0,0,0,1
0x0053d4461c0Ff0E00E2cE40dCC85e24125C3E624,23018,23018,0,0,0,0,1
0x79F7e5286B87F090A678a334fDD5bbD439733eaA,22960,22960,0,0,0,0,1
0xa5cF19c0eCA7eb24b36D13DB5731baF159c800e4,22937,22937,0,0,0,0,1
0x9d3F56186CE4bA86214AE9127e07491f2449D698,22908,22908,0,0,0,0,1
0x9d54Ce74abeDFEe0dA06D31E0c7462701837B645,22813,22813,0,0,0,0,1
0x557E28577476d5838122fC6d4030F59f77294DBF,22796,22796,0,0,0,0,1
0x32C09de5D0164FEB3e852e888525cd953C17902C,22720,22720,0,0,0,0,1
0xbB542e20A3B40A18F05011070596234Ad8C75828,22717,22717,0,0,0,0,1
0x0945A714b0ed1f46eEc6708717B5387523eEB29E,22700,22700,0,0,0,0,1
0x36Ac200B0A867723D29A98c6e2eCbf5fd237a954,22632,22632,0,0,0,0,1
0xE53dC4C3192053fcfC7284416FEF3F82b97e6B94,22551,22551,0,0,0,0,1
0xf97160b57A4240566CDAe4F7a6db6977F7d99af5,22500,22500,0,0,0,0,1
0x1dbA77D17C54FDB8952692BD5B356C5C6ea4904F,22450,22450,0,0,0,0,1
0x509dB14Ae32a43B98C6427bea50d0915c38C0196,22445,22445,0,0,0,0,1
0x497fE20C94D4Ba9247582462d6dcB945B160Fd20,22287,22287,0,0,0,0,1
0x8E47B98eBf34c76383AdD752911162439a38F376,22248,22248,0,0,0,0,1
0x39cBF6095Cd1c39B932059c97694A5ca7c9CC19F,22222,22222,0,0,0,0,1
0x8beC4d048Dea07F3Cc8b04151a99Ca84CcB72f2E,22171,22171,0,0,0,0,1
0xdAAdF0860B2bC23186C9f6ad2ac1Ee590Ccd76ef,22158,22158,0,0,0,0,1
0x1098c4aE9a143f539f829d320EAa8189A15CE4D2,22093,22093,0,0,0,0,1
0xb6BE2537Df70DE054c5A799fCea400cD6E251b02,22026,22026,0,0,0,0,1
0x228eB20844108AB039978fEaddD4603C41D1EE06,22020,22020,0,0,0,0,1
0x69dbB889BF6418D75Ea5e3638B37Fb77A82345d8,22000,22000,0,0,0,0,1
0x7b76fc8fdEAb633C20CE399ed80689DAC6b760aa,21961,21961,0,0,0,0,1
0x80A29aF5aAA5811d691De89fcDA9c6f869c78592,21949,21949,0,0,0,0,1
0x84Da8B973445f619CD7547FE9126f261F6fE31a4,21929,21929,0,0,0,0,1
0x585A34B5831f2B4153F86b97ABc3542f62b7cD6D,21831,21831,0,0,0,0,1
0x25eF0dD83D83994813Edc8efe5E4D5fC0E80f5d3,21824,21824,0,0,0,0,1
0x92C346dd52c45c3C67912b0dF11AB0Ed7a2a7e92,21809,21809,0,0,0,0,1
0xF339d9A475862D205d97319402E6C2C765402D5b,21725,21725,0,0,0,0,1
0x02e8935b5E4A6E532AA8DDB2C77b21692FaDd078,21625,21625,0,0,0,0,1
0xB171E9E867B48bc12D20e481Ba5D866de9b570A0,21625,21625,0,0,0,0,1
0x992c391d02eC7c767e4b72071f59e5728e8291C5,21600,21600,0,0,0,0,1
0x01571444300D21AbA43CCbE36c754c2D4A8DCA09,21528,21528,0,0,0,0,1
0xE6241ed469D7BeBFe3393060236c2650A854F37C,21523,21523,0,0,0,0,1
0x3246c3E49074ba5552DEd8235579aF3dd8c62868,21509,21509,0,0,0,0,1
0xC733fE37374d29e1B354706551902Cc7aEDF1234,21508,21508,0,0,0,0,1
0xb4341004EFd5800E693fAdD4FB204aF824287872,21489,21489,0,0,0,0,1
0x642458957C6F027fc1fea5B99928df23Fe46272E,21447,21447,0,0,0,0,1
0x56583A490296F22A98e6Ae60C7D65Dfe73F31941,21443,21443,0,0,0,0,1
0x080635eac6dea6d82766f313599B853E9eF6a892,21397,21397,0,0,0,0,1
0xb80C2690379ECc0b4AC1e988a747d4180fCE12f7,21351,21351,0,0,0,0,1
0xE4333BCa9698E1721dA73E6758C9D13BdD22326c,21335,21335,0,0,0,0,1
0x50A299066531240C8405fa5e9D97Ac2E0975EAc0,21249,21249,0,0,0,0,1
0x5cC56FeE9B9D954B46A2095E12F89427abCEEC86,21196,21196,0,0,0,0,1
0x4871bfA08B56a307e32DcC18B00Fc6A2d06B2A17,21156,21156,0,0,0,0,1
0xfcD79023647ABDcD8b7CD5D6328C3b4f5009364C,21114,21114,0,0,0,0,1
0xBd848387557DE7d127a19b735CdD6B9BE46F6A35,21096,21096,0,0,0,0,1
0x213e493A37318250cB0F25F547c9A0Bde419Bd14,21074,21074,0,0,0,0,1
0x86E08E2227645c838813E808aA68118eFbd784a5,21036,21036,0,0,0,0,1
0xF3D40460d3582D477544e095d9f90E791abeDC5F,21024,21024,0,0,0,0,1
0x7068Cc5190F2B9CD524f9A3e1e4a0b09F63E91fd,21020,21020,0,0,0,0,1
0x95Ef0E5Cf799227628F3cB4f257062bfccB1Fb49,20958,20958,0,0,0,0,1
0xC2d6Af0242400a005731f59C8830EF52A911fD0e,20910,20910,0,0,0,0,1
0xb47Da69AC606b38d89dBD1b58389e6A1eF0d3705,20890,20890,0,0,0,0,1
0xa462aE2F4dCCDc4249705741033A6111069e705d,20866,20866,0,0,0,0,1
